96,45
95,45
95,46
94,46
94,45
94,46
94,47
94,48
94,48
94,48
94,47
93,47
93,47
92,47
92,48
91,48
92,48
93,48
94,48
94,47
94,48
93,48
93,49
93,50
94,50
94,51
95,51
95,50
95,50
95,49
96,49
96,49
96,48
96,49
96,50
97,50
98,50
98,51
99,51
99,51
99,50
98,50
99,50
99,50
98,50
98,51
98,51
99,51
99,51
99,50
98,50
99,50
99,50
99,50
99,51
99,51
99,51
99,51
99,50
98,50
98,51
99,51
99,51
99,50
99,49
99,48
99,48
99,48
99,47
99,47
99,47
99,47
99,47
99,47
99,47
99,47
99,48
99,49
99,49
99,49
99,48
99,48
99,48
99,48
99,48
99,48
99,49
99,50
99,51
99,52
99,53
99,52
99,51
99,51
99,52
99,51
99,51
99,52
98,52
99,52
99,51
ldluddddrululdlrrrudlddrdruuurluddrrdrrulrulddrrulrurdrlruldruuuurduulruulrddllurrlrrddddduulduldlru
hnnnnhnnntttnthtnthnnnntthhhhtnnthtnnnnhnhhntnnnhnnhhnnnntnnnnhnhhttnnnnnnnnttthnthhhhthtnnntnthnhtn
