97,1
96,1
96,0
96,0
97,0
96,0
96,1
96,0
96,0
96,1
96,0
97,0
96,0
96,1
97,1
96,1
96,2
97,2
97,3
96,3
96,2
97,2
97,1
97,2
97,3
97,2
98,2
98,2
97,2
97,1
97,0
98,0
99,0
99,0
99,0
98,0
98,1
98,1
98,0
97,0
98,0
97,0
97,1
97,2
98,2
98,2
98,1
97,1
97,0
97,0
97,1
98,1
98,1
98,1
97,1
98,1
97,1
97,0
97,1
97,2
97,1
96,1
95,1
95,0
94,0
94,1
95,1
95,0
96,0
96,0
95,0
94,0
94,0
94,1
94,2
94,2
93,2
93,2
93,2
93,2
92,2
91,2
91,2
91,1
91,2
91,2
90,2
90,2
90,3
90,2
91,2
91,1
91,1
91,1
91,2
92,2
92,1
92,0
92,1
92,1
92,0
ludrlduldurldrldrdluruddurrluurrruldrulrlddrruluudrrrlrluddulluldrurulllddlluuullduddlddurulrdruudlu
nthhnnntntttntnnnttnntnnnnnnthnntnntnnhnhnnnnntnhtnnntnthtnttnnnnnnttnttnnnhhhhnhnnttnnhnnntnntnnhnt
