45,49
45,49
44,49
44,48
44,48
44,47
44,47
44,46
44,46
44,46
43,46
43,46
42,46
43,46
43,47
43,46
44,46
44,46
44,46
43,46
43,47
43,47
43,47
43,47
43,47
43,47
44,47
44,48
44,49
45,49
45,50
45,51
46,51
47,51
47,51
47,51
47,51
47,51
47,51
46,51
45,51
45,50
45,51
46,51
46,50
45,50
46,50
46,51
46,50
45,50
45,50
45,50
45,51
45,51
44,51
43,51
43,51
43,51
43,51
42,51
42,51
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,50
42,49
41,49
41,49
41,49
41,49
41,49
42,49
41,49
41,49
42,49
42,48
42,48
42,48
42,47
42,47
42,47
43,47
43,47
43,47
43,47
44,47
44,47
45,47
45,47
45,48
45,49
44,49
44,49
44,49
dluluuurdlrlrdururlddlddrrddrddrrrlddrlludrulrdullldllldudllulurrldlllduldddlrldrulluulrrdlrrrrddldd
nnttnnnthnntnhnnnnnhthhhhnhnnnnhhhhhthnnnnnnnnntnttnnttttnnnttttttttttthttttthtnhnnntnnnthtntnnnnnnn
