25,2
26,2
25,2
25,1
25,2
24,2
24,2
24,3
24,3
24,3
25,3
25,3
25,2
26,2
26,3
26,2
27,2
27,2
26,2
27,2
28,2
29,2
28,2
29,2
29,2
29,3
29,4
30,4
29,4
28,4
28,5
27,5
27,5
28,5
28,5
29,5
29,6
29,7
29,7
29,7
29,8
29,9
29,10
29,10
30,10
30,10
31,10
31,11
30,11
29,11
29,10
29,9
29,9
29,9
29,8
29,8
29,9
29,10
30,10
30,10
31,10
30,10
30,11
30,11
30,11
30,11
30,10
29,10
28,10
29,10
29,11
30,11
30,11
31,11
31,11
31,10
31,10
31,10
32,10
32,9
33,9
33,10
33,10
33,10
32,10
33,10
33,9
33,8
33,8
33,8
33,8
33,8
33,7
32,7
32,8
32,7
33,7
33,7
32,7
32,7
33,7
rludlrduuruurdurrlrrrlrlddrlldldrrrdddrdddrrdrdlluuuludddrurlddduullrdrdrrulururdrllruurrlruldurrllr
tnhttttttthnnntttnnhnnnnntnntnntnnnttttnnnnnhthnthnhnnntthttnnnnnnnnnnnnhhtttntnhhhnhnnnnnnnntnnnttn
