98,13
97,13
98,13
99,13
98,13
98,13
98,13
98,13
99,13
99,12
99,12
99,11
99,10
99,11
98,11
98,11
98,11
98,11
99,11
99,11
99,10
99,11
99,12
99,12
99,11
99,12
99,13
99,12
99,12
99,13
98,13
98,13
98,14
98,13
98,13
98,13
97,13
97,12
97,11
97,10
97,10
97,11
98,11
97,11
97,12
97,12
96,12
96,12
96,11
97,11
98,11
99,11
99,12
99,12
99,12
99,12
99,11
99,11
99,10
99,9
99,10
99,10
99,10
99,9
99,10
99,10
99,10
99,10
99,10
99,10
99,10
99,9
99,9
99,10
99,10
99,11
99,11
99,12
99,11
99,11
99,10
99,9
99,9
98,9
98,9
98,8
98,7
98,6
98,7
98,7
98,8
98,9
98,9
98,8
97,8
97,8
96,8
96,8
97,8
96,8
97,8
lrrlduururuudlduurruddluddurdludurlluuurdrlddldurrrdlduuruudrluddurlrluudldrduluurluuuudlddduldlurlr
tnnnnnnnttthnttttnnhnttnthttnnntnttnhthhttthhnnhhnnnttnnnhhthhhhthhhhhhhhhnntnnhhhnhtnnnnnhhhntttnth
