7,60
7,61
7,61
6,61
7,61
8,61
8,62
8,63
7,63
7,63
6,63
6,62
5,62
6,62
6,61
7,61
8,61
8,62
8,61
8,62
7,62
6,62
6,63
7,63
7,64
7,65
7,66
6,66
7,66
8,66
9,66
9,67
9,68
8,68
9,68
8,68
8,69
7,69
7,69
8,69
7,69
7,68
7,69
7,70
8,70
8,70
9,70
9,70
9,70
8,70
8,69
8,69
9,69
10,69
9,69
9,69
9,70
9,69
8,69
9,69
10,69
9,69
9,69
8,69
8,68
8,69
9,69
9,69
10,69
10,69
11,69
11,68
12,68
13,68
13,67
13,68
13,69
12,69
12,70
11,70
11,70
11,70
11,70
11,71
12,71
13,71
14,71
14,70
14,71
14,72
13,72
13,73
12,73
12,74
12,73
12,73
12,74
11,74
11,75
11,76
11,77
drlrrddlllulrurrdudlldrdddlrrrddlrldlurluddrdrrlludrrlrdulrrllludrrrdrurruddldlldldrrruddldldurdlddd
thtnnhnhhttntnnnhnhntnhtntntnnntnnthnthnnnthhttthhhnnnntnhnnnnhthnhnntnnnhnhnhthhhnntnthnnhnnnnnnnnt
