55,96
55,96
55,96
55,96
55,96
55,96
55,96
55,97
55,98
56,98
56,99
55,99
56,99
55,99
54,99
53,99
54,99
54,99
54,99
54,98
54,97
55,97
55,98
55,98
54,98
55,98
55,98
56,98
56,99
56,98
56,99
56,98
56,97
55,97
56,97
57,97
57,96
57,96
56,96
56,97
56,98
57,98
57,98
56,98
56,99
56,99
57,99
58,99
58,98
58,98
58,97
58,97
58,98
58,97
58,97
58,96
59,96
59,96
59,95
59,95
59,95
59,95
59,96
59,95
59,94
59,95
59,95
59,94
60,94
60,94
60,94
60,94
60,94
59,94
60,94
60,94
60,94
60,94
59,94
60,94
60,93
60,93
60,94
60,94
60,94
60,93
61,93
61,93
62,93
62,93
62,93
61,93
62,93
62,94
62,93
62,92
62,91
62,90
62,91
62,90
62,90
llldllddrdlrlllrdduurdulrrrduduulrruulddrllddrruruldulurlurrrduudrurdludlrrdrlruudddurdrlllrduuuuduu
nnnntnhttttnttthtthnhtnhtntntntnhnnttnttnttnthnnnnnntnnntnnnnnnntnnhthhhnhhhhnhhhhhhhtnntthhntnnntnn
