10,90
10,89
10,88
9,88
9,87
9,86
9,86
9,86
9,86
9,86
9,85
9,85
9,84
9,84
10,84
10,83
11,83
11,83
10,83
10,82
10,81
11,81
11,80
11,79
11,79
11,79
12,79
11,79
11,79
10,79
10,80
10,79
11,79
12,79
12,80
13,80
13,80
12,80
12,81
11,81
11,82
11,81
11,82
12,82
11,82
10,82
10,82
10,82
11,82
11,83
12,83
13,83
13,82
14,82
13,82
14,82
13,82
13,82
13,83
13,84
14,84
13,84
14,84
14,84
14,85
13,85
13,85
12,85
12,85
12,84
13,84
12,84
13,84
14,84
13,84
13,85
13,84
13,83
13,82
14,82
14,81
14,81
14,81
14,81
14,81
14,81
14,82
13,82
13,82
14,82
14,81
14,81
14,81
14,81
14,82
14,81
14,81
14,81
14,81
14,81
14,81
uuluulrrdudurruruluuruuuurllldurrdrrldldudrllllrdrrurlrluddrlrudldllurlrrlduuurudrurrdlrrurllduurllr
tnnhnntnnnnttnnhnnnnnthnnhnnntnnhnnnnhnnnhtnnnnnnntttttttttnthtnnhhnthttnthttttnnntnntthhnnnntntnttn
