24,35
24,36
24,35
25,35
25,35
25,35
25,34
25,34
24,34
24,33
23,33
22,33
22,32
22,32
23,32
23,32
23,32
23,32
23,32
23,32
22,32
22,32
22,33
21,33
21,34
20,34
20,33
20,32
20,33
20,34
20,35
21,35
21,35
21,35
21,34
21,35
20,35
20,35
20,36
20,37
20,37
20,37
20,37
20,38
20,39
20,40
20,39
19,39
19,40
19,40
19,40
19,41
19,40
19,40
20,40
19,40
19,40
19,41
19,42
19,41
18,41
18,40
18,40
18,39
18,39
17,39
18,39
18,40
18,41
18,42
19,42
18,42
18,43
18,43
18,42
17,42
18,42
18,42
19,42
18,42
19,42
18,42
18,43
18,42
18,43
17,43
18,43
17,43
16,43
16,43
15,43
14,43
15,43
15,44
15,43
14,43
13,43
14,43
15,43
15,42
15,42
durdduulullurrlrrruludldluudddruludldddlrrddduldludurrlrdduluuurlrdddrlddulrurlrldudlrllullrdullrrul
hnnnnhtnnthhhnnntnnhnhttthnhtntnttttntnnnnnnhnhttttthttthhhnnnhhnhntnhnhhnhtnhnhhhnhthtnnhtnnhntnhth
