50,73
49,73
49,73
50,73
50,73
50,73
51,73
51,73
51,73
51,73
52,73
52,72
51,72
51,71
51,71
51,70
51,69
51,69
51,69
51,70
50,70
50,71
49,71
49,72
49,73
49,74
49,74
49,74
48,74
49,74
50,74
50,75
50,76
51,76
51,75
52,75
52,74
51,74
51,74
51,73
51,72
51,72
51,72
52,72
51,72
51,73
50,73
49,73
49,72
48,72
48,71
49,71
49,72
49,73
49,73
49,74
49,73
49,73
49,73
49,74
49,75
48,75
48,75
49,75
49,76
48,76
48,77
48,77
49,77
49,76
49,76
49,76
49,77
48,77
47,77
47,78
47,77
47,76
47,75
47,76
47,76
47,77
47,76
47,77
46,77
46,76
46,77
46,76
45,76
45,77
45,76
45,76
45,75
45,76
45,77
45,78
45,78
45,77
45,77
45,78
45,78
llrruruulrululuurrdldldddrllrrddruruluuudlrldllulurddldullddllrdlddrulldllduuudddudluduldududddluddr
nnnnnntnntnnnnntthnhhhtntttnnthttthhnnnnhnhnnnnhnhhhhnnnnntnhhnttnntttttnnnhthtnhhhnnnnthttnthnnhtnn
