27,18
28,18
28,17
28,17
27,17
26,17
26,18
25,18
25,19
26,19
26,20
26,20
27,20
26,20
26,21
26,22
26,21
26,22
26,21
26,20
26,20
26,19
25,19
25,18
25,19
25,19
26,19
26,18
27,18
27,19
26,19
26,20
26,19
26,18
26,17
27,17
27,16
28,16
28,16
28,15
28,15
28,14
28,13
29,13
30,13
30,13
30,13
31,13
31,13
31,13
30,13
30,12
30,12
31,12
32,12
32,12
32,12
32,11
32,12
32,12
32,12
32,11
33,11
33,11
33,11
34,11
33,11
32,11
31,11
30,11
30,10
30,11
30,11
30,11
30,10
30,10
30,10
31,10
31,11
30,11
30,10
29,10
29,10
29,10
29,10
28,10
28,9
29,9
29,9
29,8
29,8
30,8
30,7
30,8
30,8
30,8
30,9
30,10
30,10
30,10
30,9
ruulldldrddrldduduululudlrurdlduuururruuuurrlurrdlurrrdludrrurddrllllududuldrdluluduluruuurudrlddllu
tntnhnnnhtththnhnhtthnnhthnnnhthnhnnnnhttnntnhhthnnnnhntntnnnnnntnnntnhhhtnntnhnhnnnntthnnnhnhntnnnt
