22,91
22,90
22,89
22,89
22,89
21,89
20,89
21,89
21,90
22,90
23,90
23,89
23,90
24,90
24,91
24,90
23,90
23,89
22,89
22,90
21,90
21,90
21,91
20,91
21,91
21,91
22,91
22,90
23,90
22,90
22,89
23,89
23,88
23,88
23,88
23,89
23,88
23,88
23,88
23,88
24,88
24,89
24,89
24,88
23,88
24,88
24,88
24,89
23,89
22,89
22,88
21,88
20,88
21,88
20,88
20,87
20,87
20,86
20,87
19,87
19,88
20,88
20,88
21,88
21,88
22,88
23,88
23,88
23,88
23,88
23,89
23,88
24,88
24,88
25,88
25,88
24,88
23,88
22,88
22,87
21,87
22,87
21,87
22,87
22,86
21,86
20,86
20,87
19,87
20,87
21,87
20,87
20,87
20,86
21,86
22,86
22,87
22,87
22,87
22,88
23,88
uullllrdrrudrdululdlldlrururlurudrdulurrdrulrudllullrluuudldrurrrrllldurlrrlllulrlrulldlrrllurrdrrdr
hhhhhntnnhtththnnhnnthnhhnntntntttnttttnnnhtnnnnhttntnnnhnhtnnnttttttntnnnnntthnhththnnhnnnnththhhht
